37.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,
46.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,
107.0,92.0,97.0,101.0,99.0,98.0,94.0,90.0,91.0,92.0,
73.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,
60.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,47.0,51.0,
50.0,48.0,48.0,39.0,48.0,48.0,48.0,59.0,57.0,57.0,
99.0,95.0,86.0,86.0,86.0,86.0,92.0,86.0,86.0,86.0,
50.0,53.0,48.0,53.0,64.0,53.0,53.0,53.0,53.0,53.0,
46.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,
100.0,90.0,90.0,87.0,85.0,85.0,87.0,77.0,77.0,87.0,
41.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,30.0,39.0,
97.0,101.0,102.0,111.0,101.0,101.0,101.0,101.0,101.0,101.0,
108.0,93.0,92.0,98.0,98.0,97.0,92.0,96.0,92.0,92.0,
80.0,73.0,73.0,82.0,79.0,73.0,76.0,73.0,92.0,95.0,
127.0,108.0,100.0,102.0,121.0,109.0,109.0,109.0,109.0,109.0,
46.0,44.0,44.0,44.0,44.0,44.0,44.0,55.0,53.0,53.0,
101.0,114.0,106.0,106.0,105.0,114.0,106.0,109.0,106.0,106.0,
103.0,90.0,101.0,103.0,102.0,112.0,106.0,99.0,92.0,103.0,
36.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,25.0,
103.0,110.0,108.0,108.0,108.0,116.0,109.0,108.0,108.0,108.0,
104.0,93.0,97.0,91.0,91.0,91.0,92.0,102.0,105.0,100.0,
126.0,104.0,100.0,100.0,100.0,104.0,92.0,100.0,105.0,100.0,
114.0,93.0,96.0,94.0,97.0,103.0,92.0,92.0,96.0,92.0,
90.0,78.0,83.0,79.0,74.0,78.0,92.0,88.0,80.0,86.0,
103.0,105.0,95.0,107.0,103.0,98.0,97.0,101.0,95.0,101.0,
42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,
75.0,74.0,74.0,67.0,65.0,67.0,68.0,65.0,67.0,58.0,
113.0,103.0,88.0,81.0,90.0,89.0,100.0,90.0,94.0,113.0,
67.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,
17.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,
109.0,93.0,104.0,114.0,96.0,96.0,96.0,96.0,96.0,87.0,
96.0,90.0,73.0,82.0,82.0,82.0,82.0,84.0,89.0,83.0,
111.0,102.0,112.0,122.0,100.0,100.0,100.0,100.0,104.0,102.0,
47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,
102.0,94.0,93.0,93.0,95.0,105.0,104.0,102.0,102.0,102.0,
132.0,117.0,113.0,104.0,113.0,113.0,95.0,113.0,113.0,113.0,
90.0,99.0,83.0,84.0,84.0,83.0,89.0,88.0,83.0,89.0,
105.0,110.0,102.0,101.0,101.0,102.0,104.0,103.0,120.0,103.0,
77.0,69.0,75.0,67.0,65.0,65.0,66.0,76.0,67.0,68.0,
54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
107.0,99.0,99.0,99.0,99.0,103.0,99.0,99.0,99.0,101.0,
51.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,
105.0,100.0,93.0,84.0,95.0,100.0,97.0,93.0,93.0,97.0,
89.0,82.0,87.0,81.0,89.0,79.0,80.0,80.0,79.0,84.0,
88.0,93.0,82.0,82.0,88.0,82.0,86.0,84.0,85.0,85.0,
29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,
105.0,105.0,99.0,101.0,99.0,99.0,99.0,99.0,101.0,99.0,
49.0,49.0,49.0,38.0,49.0,49.0,49.0,49.0,49.0,49.0,
110.0,106.0,110.0,104.0,104.0,104.0,104.0,109.0,111.0,105.0,
115.0,103.0,101.0,101.0,101.0,101.0,105.0,104.0,126.0,109.0,
57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,
91.0,80.0,80.0,80.0,91.0,81.0,95.0,86.0,80.0,95.0,
99.0,108.0,108.0,104.0,104.0,106.0,104.0,106.0,106.0,104.0,
91.0,99.0,93.0,88.0,97.0,88.0,88.0,87.0,87.0,96.0,
113.0,105.0,102.0,101.0,103.0,108.0,105.0,115.0,100.0,107.0,
100.0,100.0,96.0,104.0,95.0,95.0,96.0,97.0,96.0,96.0,
124.0,105.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,
52.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,
38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,
109.0,106.0,100.0,102.0,102.0,102.0,100.0,102.0,100.0,102.0,
126.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,
128.0,121.0,108.0,108.0,116.0,110.0,125.0,112.0,110.0,109.0,
103.0,96.0,88.0,96.0,96.0,109.0,98.0,98.0,99.0,100.0,
98.0,94.0,102.0,96.0,94.0,94.0,94.0,94.0,96.0,94.0,
91.0,90.0,88.0,86.0,89.0,88.0,87.0,97.0,87.0,87.0,
52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,
38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,
94.0,90.0,104.0,98.0,98.0,96.0,96.0,96.0,96.0,96.0,
47.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,
109.0,83.0,80.0,80.0,80.0,90.0,80.0,82.0,82.0,80.0,
122.0,113.0,108.0,133.0,113.0,128.0,109.0,100.0,109.0,109.0,
54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,
85.0,87.0,77.0,77.0,80.0,77.0,82.0,84.0,77.0,77.0,
97.0,84.0,80.0,80.0,80.0,82.0,84.0,80.0,80.0,80.0,
58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,
33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,
112.0,115.0,125.0,126.0,104.0,108.0,104.0,120.0,104.0,109.0,
55.0,55.0,55.0,55.0,55.0,55.0,55.0,64.0,55.0,55.0,
126.0,108.0,111.0,108.0,113.0,112.0,108.0,110.0,113.0,99.0,
141.0,128.0,115.0,128.0,117.0,118.0,122.0,123.0,133.0,126.0,
109.0,122.0,102.0,106.0,104.0,102.0,102.0,106.0,102.0,104.0,
114.0,104.0,96.0,100.0,94.0,94.0,105.0,111.0,99.0,97.0,
93.0,89.0,89.0,89.0,89.0,93.0,95.0,89.0,89.0,89.0,
112.0,105.0,113.0,115.0,119.0,117.0,111.0,114.0,117.0,121.0,
93.0,95.0,84.0,84.0,85.0,86.0,81.0,85.0,85.0,90.0,
107.0,93.0,94.0,93.0,95.0,93.0,94.0,101.0,97.0,104.0,
28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,
91.0,77.0,81.0,79.0,88.0,68.0,85.0,78.0,80.0,77.0,
102.0,87.0,94.0,87.0,91.0,87.0,91.0,102.0,79.0,88.0,
100.0,100.0,99.0,92.0,101.0,96.0,92.0,103.0,92.0,104.0,
124.0,112.0,120.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,
91.0,90.0,83.0,83.0,87.0,83.0,92.0,92.0,86.0,86.0,
35.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,
38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,
117.0,115.0,108.0,106.0,109.0,135.0,117.0,119.0,111.0,111.0,
110.0,98.0,93.0,93.0,104.0,102.0,102.0,102.0,102.0,102.0,
106.0,94.0,96.0,96.0,94.0,96.0,94.0,94.0,94.0,96.0,
104.0,132.0,108.0,103.0,112.0,123.0,109.0,109.0,113.0,111.0,
88.0,79.0,77.0,86.0,83.0,90.0,77.0,77.0,77.0,80.0,
107.0,102.0,97.0,97.0,103.0,97.0,97.0,97.0,97.0,103.0,
55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,
108.0,104.0,100.0,104.0,100.0,102.0,100.0,102.0,104.0,100.0,
97.0,102.0,106.0,104.0,102.0,91.0,107.0,103.0,103.0,103.0,
103.0,93.0,95.0,99.0,92.0,96.0,100.0,95.0,96.0,105.0,
93.0,97.0,89.0,89.0,93.0,89.0,89.0,89.0,80.0,89.0,
48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,
114.0,93.0,97.0,87.0,92.0,91.0,102.0,97.0,93.0,100.0,
42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,
120.0,127.0,126.0,108.0,106.0,106.0,108.0,106.0,110.0,106.0,
111.0,113.0,124.0,129.0,120.0,120.0,122.0,124.0,120.0,124.0,
96.0,79.0,80.0,77.0,84.0,79.0,77.0,77.0,81.0,77.0,
109.0,94.0,92.0,90.0,103.0,93.0,100.0,91.0,89.0,91.0,
47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,
110.0,102.0,100.0,102.0,100.0,100.0,100.0,100.0,100.0,100.0,
112.0,102.0,119.0,116.0,100.0,100.0,107.0,110.0,102.0,102.0,
107.0,106.0,108.0,101.0,100.0,108.0,108.0,107.0,104.0,108.0,
49.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,
115.0,101.0,103.0,101.0,101.0,101.0,103.0,92.0,101.0,101.0,
47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,
109.0,133.0,127.0,112.0,112.0,116.0,117.0,112.0,116.0,116.0,
99.0,103.0,95.0,95.0,99.0,95.0,97.0,99.0,95.0,95.0,
106.0,97.0,82.0,93.0,87.0,84.0,80.0,79.0,83.0,89.0,
87.0,81.0,79.0,80.0,79.0,82.0,82.0,81.0,79.0,79.0,
117.0,102.0,117.0,111.0,107.0,107.0,118.0,112.0,118.0,118.0,
33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,
38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,
97.0,106.0,94.0,94.0,100.0,96.0,104.0,110.0,104.0,104.0,
111.0,92.0,94.0,90.0,90.0,90.0,90.0,93.0,91.0,91.0,
92.0,98.0,80.0,80.0,82.0,82.0,82.0,83.0,82.0,84.0,
102.0,93.0,90.0,90.0,85.0,94.0,93.0,85.0,85.0,89.0,
92.0,81.0,79.0,77.0,77.0,84.0,87.0,88.0,85.0,83.0,
78.0,76.0,76.0,76.0,76.0,76.0,78.0,83.0,77.0,78.0,
122.0,103.0,101.0,112.0,113.0,116.0,112.0,120.0,117.0,118.0,
93.0,90.0,93.0,97.0,95.0,95.0,101.0,90.0,93.0,100.0,
91.0,85.0,87.0,91.0,85.0,85.0,85.0,85.0,85.0,85.0,
33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,
82.0,86.0,82.0,80.0,82.0,92.0,82.0,80.0,80.0,80.0,
43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,
115.0,110.0,105.0,109.0,105.0,107.0,108.0,113.0,107.0,105.0,
32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,
38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,
127.0,104.0,106.0,113.0,106.0,106.0,110.0,104.0,97.0,106.0,
114.0,106.0,102.0,102.0,102.0,102.0,102.0,102.0,106.0,102.0,
80.0,82.0,91.0,85.0,80.0,78.0,78.0,80.0,87.0,87.0,
90.0,94.0,90.0,87.0,85.0,86.0,85.0,92.0,91.0,87.0,
48.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,
107.0,107.0,110.0,121.0,109.0,105.0,107.0,103.0,113.0,105.0,
105.0,107.0,101.0,111.0,107.0,122.0,103.0,101.0,107.0,105.0,
97.0,99.0,91.0,101.0,91.0,95.0,91.0,91.0,103.0,91.0,
109.0,96.0,114.0,105.0,94.0,107.0,103.0,103.0,103.0,105.0,
42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,
50.0,50.0,50.0,50.0,59.0,50.0,50.0,50.0,50.0,50.0,
50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,51.0,
83.0,113.0,80.0,79.0,76.0,80.0,86.0,76.0,78.0,76.0,
82.0,80.0,80.0,80.0,80.0,92.0,80.0,84.0,82.0,82.0,
57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,
48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,
102.0,98.0,94.0,94.0,94.0,97.0,94.0,94.0,94.0,95.0,
61.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,
82.0,80.0,94.0,91.0,80.0,80.0,82.0,84.0,82.0,82.0,
81.0,77.0,78.0,88.0,76.0,81.0,95.0,76.0,76.0,76.0,
38.0,27.0,38.0,47.0,27.0,38.0,38.0,38.0,38.0,38.0,
113.0,108.0,105.0,97.0,105.0,110.0,107.0,107.0,97.0,107.0,
34.0,34.0,43.0,34.0,34.0,34.0,34.0,43.0,34.0,34.0,
42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,
38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,
48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,
97.0,102.0,88.0,88.0,94.0,91.0,99.0,99.0,97.0,101.0,
109.0,100.0,104.0,102.0,100.0,100.0,100.0,104.0,106.0,104.0,
73.0,98.0,82.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,
70.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,
39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,
48.0,48.0,48.0,48.0,48.0,57.0,48.0,48.0,48.0,48.0,
35.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,
98.0,95.0,85.0,90.0,101.0,88.0,86.0,86.0,95.0,94.0,
104.0,115.0,117.0,108.0,113.0,119.0,113.0,108.0,115.0,115.0,
42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,
112.0,99.0,96.0,95.0,99.0,95.0,95.0,95.0,104.0,95.0,
40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,
76.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,
46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,
104.0,103.0,96.0,96.0,98.0,107.0,104.0,112.0,104.0,104.0,
110.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,
112.0,113.0,106.0,110.0,106.0,112.0,119.0,117.0,115.0,115.0,
96.0,94.0,98.0,102.0,98.0,95.0,108.0,101.0,93.0,96.0,
92.0,90.0,94.0,90.0,103.0,103.0,101.0,99.0,99.0,103.0,
105.0,102.0,103.0,103.0,101.0,99.0,99.0,99.0,101.0,101.0,
50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
97.0,94.0,99.0,90.0,85.0,85.0,108.0,94.0,94.0,92.0,
115.0,91.0,104.0,93.0,98.0,91.0,92.0,94.0,95.0,95.0,
67.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,56.0,
109.0,101.0,99.0,101.0,99.0,99.0,99.0,99.0,99.0,107.0,
86.0,83.0,88.0,83.0,89.0,84.0,90.0,91.0,83.0,83.0,
95.0,106.0,98.0,92.0,95.0,93.0,93.0,94.0,91.0,94.0,
